Chemical,Type,State,Available,RName,CName,DName,Density1,Density2,Density3,Mm,Sol,Mp,Bp,KH,color1,alpha1,color2,alpha2,color3,alpha3,color4,alpha4,friction,restitution,JPN,CHN,TW,KR,Solk,MOH,KOH,MH,PTN
Iron(II) Sulfate,Solid,0,1,Iron(II) Sulfate,Iron(II) Sulfate,Iron(II) Sulfate,3.65,1,0.001,151.91,0,64,0,0.1,0x90EE90,1.0,0x90EE90,1.0,0x90EE90,1.0,0x90EE90,1.0,0.4,0.3,,,,,0,0,0,0,0
Zinc Sulfate,Solid,0,1,Zinc Sulfate,Zinc Sulfate,Zinc Sulfate,3.54,1,0.001,161.47,0,680,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Lead Sulfate,Solid,0,1,Lead Sulfate,Lead Sulfate,Lead Sulfate,6.2,1,0.001,303.26,0,1170,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Aluminum Sulfate,Solid,0,1,Aluminum Sulfate,Aluminum Sulfate,Aluminum Sulfate,2.71,1,0.001,342.15,0,770,0,0.1,0xF5F5F5,1.0,0xF5F5F5,1.0,0xF5F5F5,1.0,0xF5F5F5,1.0,0.4,0.3,,,,,0,0,0,0,0
Sodium Nitrate,Solid,0,1,Sodium Nitrate,Sodium Nitrate,Sodium Nitrate,2.26,1,0.001,84.99,0,308,380,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Potassium Nitrate,Solid,0,1,Potassium Nitrate,Potassium Nitrate,Potassium Nitrate,2.11,1,0.001,101.1,0,334,400,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Calcium Nitrate,Solid,0,1,Calcium Nitrate,Calcium Nitrate,Calcium Nitrate,2.5,1,0.001,164.09,0,561,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Magnesium Nitrate,Solid,0,1,Magnesium Nitrate,Magnesium Nitrate,Magnesium Nitrate,1.46,1,0.001,148.31,0,129,330,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Barium Nitrate,Solid,0,1,Barium Nitrate,Barium Nitrate,Barium Nitrate,3.24,1,0.001,261.34,0,592,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Lead Nitrate,Solid,0,1,Lead Nitrate,Lead Nitrate,Lead Nitrate,4.53,1,0.001,331.2,0,470,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Silver Nitrate,Solid,0,1,Silver Nitrate,Silver Nitrate,Silver Nitrate,4.35,1,0.001,169.87,0,212,440,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Zinc Nitrate,Solid,0,1,Zinc Nitrate,Zinc Nitrate,Zinc Nitrate,2.07,1,0.001,189.4,0,36,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Ammonium Nitrate,Solid,0,1,Ammonium Nitrate,Ammonium Nitrate,Ammonium Nitrate,1.73,1,0.001,80.04,0,169,210,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Sodium Carbonate,Solid,0,1,Sodium Carbonate,Sodium Carbonate,Sodium Carbonate,2.54,1,0.001,105.99,0,851,1600,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Potassium Carbonate,Solid,0,1,Potassium Carbonate,Potassium Carbonate,Potassium Carbonate,2.43,1,0.001,138.21,0,891,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Calcium Carbonate,Solid,0,1,Calcium Carbonate,Calcium Carbonate,Calcium Carbonate,2.71,1,0.001,100.09,0,825,0,0.1,0xFFFAF0,1.0,0xFFFAF0,1.0,0xFFFAF0,1.0,0xFFFAF0,1.0,0.4,0.3,,,,,0,0,0,0,0
Magnesium Carbonate,Solid,0,1,Magnesium Carbonate,Magnesium Carbonate,Magnesium Carbonate,2.96,1,0.001,84.31,0,990,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Barium Carbonate,Solid,0,1,Barium Carbonate,Barium Carbonate,Barium Carbonate,4.29,1,0.001,197.34,0,1740,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Strontium Carbonate,Solid,0,1,Strontium Carbonate,Strontium Carbonate,Strontium Carbonate,3.5,1,0.001,147.63,0,1494,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Lithium Carbonate,Solid,0,1,Lithium Carbonate,Lithium Carbonate,Lithium Carbonate,2.11,1,0.001,73.89,0,723,1310,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Copper Carbonate,Solid,0,1,Copper Carbonate,Copper Carbonate,Copper Carbonate,4.0,1,0.001,123.55,0,200,0,0.1,0x40E0D0,1.0,0x40E0D0,1.0,0x40E0D0,1.0,0x40E0D0,1.0,0.4,0.3,,,,,0,0,0,0,0
Zinc Carbonate,Solid,0,1,Zinc Carbonate,Zinc Carbonate,Zinc Carbonate,4.4,1,0.001,125.39,0,140,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Iron Carbonate,Solid,0,1,Iron Carbonate,Iron Carbonate,Iron Carbonate,3.9,1,0.001,115.86,0,0,0,0.1,0x98FB98,1.0,0x98FB98,1.0,0x98FB98,1.0,0x98FB98,1.0,0.4,0.3,,,,,0,0,0,0,0
Lead Carbonate,Solid,0,1,Lead Carbonate,Lead Carbonate,Lead Carbonate,6.0,1,0.001,267.21,0,315,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Sodium Phosphate,Solid,0,1,Sodium Phosphate,Sodium Phosphate,Sodium Phosphate,2.54,1,0.001,163.94,0,1340,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Calcium Phosphate,Solid,0,1,Calcium Phosphate,Calcium Phosphate,Calcium Phosphate,3.14,1,0.001,310.18,0,1670,0,0.1,0xFFFAF0,1.0,0xFFFAF0,1.0,0xFFFAF0,1.0,0xFFFAF0,1.0,0.4,0.3,,,,,0,0,0,0,0
Sodium Sulfide,Solid,0,1,Sodium Sulfide,Sodium Sulfide,Sodium Sulfide,1.86,1,0.001,78.04,0,1180,0,0.1,0xFFFFF0,1.0,0xFFFFF0,1.0,0xFFFFF0,1.0,0xFFFFF0,1.0,0.4,0.3,,,,,0,0,0,0,0
Iron Sulfide,Solid,0,1,Iron Sulfide,Iron Sulfide,Iron Sulfide,4.84,1,0.001,87.91,0,1194,0,0.1,0xB8860B,1.0,0xB8860B,1.0,0xB8860B,1.0,0xB8860B,1.0,0.4,0.3,,,,,0,0,0,0,0
Copper Sulfide,Solid,0,1,Copper Sulfide,Copper Sulfide,Copper Sulfide,4.76,1,0.001,95.61,0,488,0,0.1,0x2F4F4F,1.0,0x2F4F4F,1.0,0x2F4F4F,1.0,0x2F4F4F,1.0,0.4,0.3,,,,,0,0,0,0,0
Lead Sulfide,Solid,0,1,Lead Sulfide,Lead Sulfide,Lead Sulfide,7.6,1,0.001,239.27,0,1114,0,0.1,0x1C1C1C,1.0,0x1C1C1C,1.0,0x1C1C1C,1.0,0x1C1C1C,1.0,0.4,0.3,,,,,0,0,0,0,0
Zinc Sulfide,Solid,0,1,Zinc Sulfide,Zinc Sulfide,Zinc Sulfide,4.09,1,0.001,97.47,0,1850,0,0.1,0xFFFFF0,1.0,0xFFFFF0,1.0,0xFFFFF0,1.0,0xFFFFF0,1.0,0.4,0.3,,,,,0,0,0,0,0
Mercury Sulfide,Solid,0,1,Mercury Sulfide,Mercury Sulfide,Mercury Sulfide,8.1,1,0.001,232.66,0,820,0,0.1,0xDC143C,1.0,0xDC143C,1.0,0xDC143C,1.0,0xDC143C,1.0,0.4,0.3,,,,,0,0,0,0,0
Silver Sulfide,Solid,0,1,Silver Sulfide,Silver Sulfide,Silver Sulfide,7.23,1,0.001,247.8,0,825,0,0.1,0x2F2F2F,1.0,0x2F2F2F,1.0,0x2F2F2F,1.0,0x2F2F2F,1.0,0.4,0.3,,,,,0,0,0,0,0
Antimony Sulfide,Solid,0,1,Antimony Sulfide,Antimony Sulfide,Antimony Sulfide,4.64,1,0.001,339.68,0,550,0,0.1,0xFF4500,1.0,0xFF4500,1.0,0xFF4500,1.0,0xFF4500,1.0,0.4,0.3,,,,,0,0,0,0,0
Arsenic Sulfide,Solid,0,1,Arsenic Sulfide,Arsenic Sulfide,Arsenic Sulfide,3.43,1,0.001,246.04,0,320,0,0.1,0xFFD700,1.0,0xFFD700,1.0,0xFFD700,1.0,0xFFD700,1.0,0.4,0.3,,,,,0,0,0,0,0
Iron Oxide,Solid,0,1,Iron Oxide,Iron Oxide,Iron Oxide,5.24,1,0.001,159.69,0,1566,0,0.1,0x8B0000,1.0,0x8B0000,1.0,0x8B0000,1.0,0x8B0000,1.0,0.4,0.3,,,,,0,0,0,0,0
Copper Oxide,Solid,0,1,Copper Oxide,Copper Oxide,Copper Oxide,6.31,1,0.001,79.55,0,1326,0,0.1,0x2F4F4F,1.0,0x2F4F4F,1.0,0x2F4F4F,1.0,0x2F4F4F,1.0,0.4,0.3,,,,,0,0,0,0,0
Zinc Oxide,Solid,0,1,Zinc Oxide,Zinc Oxide,Zinc Oxide,5.61,1,0.001,81.39,0,1975,0,0.1,0xFFFFF0,1.0,0xFFFFF0,1.0,0xFFFFF0,1.0,0xFFFFF0,1.0,0.4,0.3,,,,,0,0,0,0,0
Magnesium Oxide,Solid,0,1,Magnesium Oxide,Magnesium Oxide,Magnesium Oxide,3.58,1,0.001,40.3,0,2852,3600,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Calcium Oxide,Solid,0,1,Calcium Oxide,Calcium Oxide,Calcium Oxide,3.34,1,0.001,56.08,0,2572,2850,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Aluminum Oxide,Solid,0,1,Aluminum Oxide,Aluminum Oxide,Aluminum Oxide,3.95,1,0.001,101.96,0,2072,2977,0.1,0xDCDCDC,1.0,0xDCDCDC,1.0,0xDCDCDC,1.0,0xDCDCDC,1.0,0.4,0.3,,,,,0,0,0,0,0
Silicon Dioxide,Solid,0,1,Silicon Dioxide,Silicon Dioxide,Silicon Dioxide,2.65,1,0.001,60.08,0,1710,2230,0.1,0xFFFAFA,1.0,0xFFFAFA,1.0,0xFFFAFA,1.0,0xFFFAFA,1.0,0.4,0.3,,,,,0,0,0,0,0
Lead Oxide,Solid,0,1,Lead Oxide,Lead Oxide,Lead Oxide,9.53,1,0.001,223.2,0,888,1477,0.1,0xFFFF00,1.0,0xFFFF00,1.0,0xFFFF00,1.0,0xFFFF00,1.0,0.4,0.3,,,,,0,0,0,0,0
Lead Dioxide,Solid,0,1,Lead Dioxide,Lead Dioxide,Lead Dioxide,9.38,1,0.001,239.2,0,290,0,0.1,0x2F2F2F,1.0,0x2F2F2F,1.0,0x2F2F2F,1.0,0x2F2F2F,1.0,0.4,0.3,,,,,0,0,0,0,0
Tin Oxide,Solid,0,1,Tin Oxide,Tin Oxide,Tin Oxide,6.95,1,0.001,150.71,0,1127,1800,0.1,0xDCDCDC,1.0,0xDCDCDC,1.0,0xDCDCDC,1.0,0xDCDCDC,1.0,0.4,0.3,,,,,0,0,0,0,0
Nickel Oxide,Solid,0,1,Nickel Oxide,Nickel Oxide,Nickel Oxide,6.72,1,0.001,74.69,0,1955,2600,0.1,0x2F2F2F,1.0,0x2F2F2F,1.0,0x2F2F2F,1.0,0x2F2F2F,1.0,0.4,0.3,,,,,0,0,0,0,0
Cobalt Oxide,Solid,0,1,Cobalt Oxide,Cobalt Oxide,Cobalt Oxide,6.11,1,0.001,74.93,0,1935,0,0.1,0x2F2F2F,1.0,0x2F2F2F,1.0,0x2F2F2F,1.0,0x2F2F2F,1.0,0.4,0.3,,,,,0,0,0,0,0
Manganese Dioxide,Solid,0,1,Manganese Dioxide,Manganese Dioxide,Manganese Dioxide,5.03,1,0.001,86.94,0,535,0,0.1,0x4A4A4A,1.0,0x4A4A4A,1.0,0x4A4A4A,1.0,0x4A4A4A,1.0,0.4,0.3,,,,,0,0,0,0,0
Chromium Oxide,Solid,0,1,Chromium Oxide,Chromium Oxide,Chromium Oxide,5.22,1,0.001,151.99,0,2439,3000,0.1,0x006400,1.0,0x006400,1.0,0x006400,1.0,0x006400,1.0,0.4,0.3,,,,,0,0,0,0,0
Titanium Dioxide,Solid,0,1,Titanium Dioxide,Titanium Dioxide,Titanium Dioxide,4.23,1,0.001,79.87,0,1843,2972,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Potassium Permanganate,Solid,0,1,Potassium Permanganate,Potassium Permanganate,Potassium Permanganate,2.7,1,0.001,158.03,0,240,0,0.1,0x800080,1.0,0x800080,1.0,0x800080,1.0,0x800080,1.0,0.4,0.3,,,,,0,0,0,0,0
Potassium Dichromate,Solid,0,1,Potassium Dichromate,Potassium Dichromate,Potassium Dichromate,2.68,1,0.001,294.19,0,398,0,0.1,0xFF4500,1.0,0xFF4500,1.0,0xFF4500,1.0,0xFF4500,1.0,0.4,0.3,,,,,0,0,0,0,0
Copper Cyanide,Solid,0,1,Copper Cyanide,Copper Cyanide,Copper Cyanide,2.9,1,0.001,89.56,0,473,0,0.1,0xE6E6FA,1.0,0xE6E6FA,1.0,0xE6E6FA,1.0,0xE6E6FA,1.0,0.4,0.3,,,,,0,0,0,0,0
Silver Cyanide,Solid,0,1,Silver Cyanide,Silver Cyanide,Silver Cyanide,3.95,1,0.001,133.89,0,350,0,0.1,0xFFFFE0,1.0,0xFFFFE0,1.0,0xFFFFE0,1.0,0xFFFFE0,1.0,0.4,0.3,,,,,0,0,0,0,0
Sodium Thiosulfate,Solid,0,1,Sodium Thiosulfate,Sodium Thiosulfate,Sodium Thiosulfate,1.67,1,0.001,158.11,0,48.5,100,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Lead Iodide,Solid,0,1,Lead Iodide,Lead Iodide,Lead Iodide,6.16,1,0.001,461.01,0,402,0,0.1,0xFFFF00,1.0,0xFFFF00,1.0,0xFFFF00,1.0,0xFFFF00,1.0,0.4,0.3,,,,,0,0,0,0,0
Sulfur,Solid,0,1,Sulfur,Sulfur,Sulfur,2.07,1,0.001,32.06,0,115.2,444.7,0.1,0xFFFF00,1.0,0xFFFF00,1.0,0xFFFF00,1.0,0xFFFF00,1.0,0.4,0.3,,,,,0,0,0,0,0
Phosphorus,Solid,0,1,Phosphorus,Phosphorus,Phosphorus,1.82,1,0.001,30.97,0,44.2,280,0.1,0xFF6600,1.0,0xFF6600,1.0,0xFF6600,1.0,0xFF6600,1.0,0.4,0.3,,,,,0,0,0,0,0
Iodine,Solid,0,1,Iodine,Iodine,Iodine,4.93,1,0.001,253.81,0,113.7,184.3,0.1,0x4B0082,1.0,0x4B0082,1.0,0x4B0082,1.0,0x4B0082,1.0,0.4,0.3,,,,,0,0,0,0,0
Silicon,Solid,0,1,Silicon,Silicon,Silicon,2.33,1,0.001,28.09,0,1414,3265,0.1,0x808080,1.0,0x808080,1.0,0x808080,1.0,0x808080,1.0,0.4,0.3,,,,,0,0,0,0,0
Boron,Solid,0,1,Boron,Boron,Boron,2.34,1,0.001,10.81,0,2076,3927,0.1,0x808080,1.0,0x808080,1.0,0x808080,1.0,0x808080,1.0,0.4,0.3,,,,,0,0,0,0,0
Benzoic Acid,Solid,0,1,Benzoic Acid,Benzoic Acid,Benzoic Acid,1.27,1,0.001,122.12,0,122.4,249.2,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Salicylic Acid,Solid,0,1,Salicylic Acid,Salicylic Acid,Salicylic Acid,1.44,1,0.001,138.12,0,159,211,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Oxalic Acid,Solid,0,1,Oxalic Acid,Oxalic Acid,Oxalic Acid,1.9,1,0.001,90.03,0,189.5,157,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Citric Acid,Solid,0,1,Citric Acid,Citric Acid,Citric Acid,1.665,1,0.001,192.12,0,153,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Tartaric Acid,Solid,0,1,Tartaric Acid,Tartaric Acid,Tartaric Acid,1.76,1,0.001,150.09,0,171,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Urea,Solid,0,1,Urea,Urea,Urea,1.32,1,0.001,60.06,0,133.3,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Phenol,Solid,0,1,Phenol,Phenol,Phenol,1.07,1,0.001,94.11,0,40.5,181.9,0.1,0xFFFAF0,1.0,0xFFFAF0,1.0,0xFFFAF0,1.0,0xFFFAF0,1.0,0.4,0.3,,,,,0,0,0,0,0
Naphthalene,Solid,0,1,Naphthalene,Naphthalene,Naphthalene,1.02,1,0.001,128.17,0,80.2,218,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Anthracene,Solid,0,1,Anthracene,Anthracene,Anthracene,1.24,1,0.001,178.23,0,216.4,340,0.1,0xFFFFE0,1.0,0xFFFFE0,1.0,0xFFFFE0,1.0,0xFFFFE0,1.0,0.4,0.3,,,,,0,0,0,0,0
Anthraquinone,Solid,0,1,Anthraquinone,Anthraquinone,Anthraquinone,1.42,1,0.001,208.21,0,286,380,0.1,0xFFD700,1.0,0xFFD700,1.0,0xFFD700,1.0,0xFFD700,1.0,0.4,0.3,,,,,0,0,0,0,0
Benzophenone,Solid,0,1,Benzophenone,Benzophenone,Benzophenone,1.11,1,0.001,182.22,0,48.5,305.4,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Biphenyl,Solid,0,1,Biphenyl,Biphenyl,Biphenyl,1.04,1,0.001,154.21,0,68.9,255,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Glycine,Solid,0,1,Glycine,Glycine,Glycine,1.6,1,0.001,75.07,0,233,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Alanine,Solid,0,1,Alanine,Alanine,Alanine,1.42,1,0.001,89.09,0,314,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Valine,Solid,0,1,Valine,Valine,Valine,1.23,1,0.001,117.15,0,315,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Leucine,Solid,0,1,Leucine,Leucine,Leucine,1.17,1,0.001,131.17,0,293,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Proline,Solid,0,1,Proline,Proline,Proline,1.35,1,0.001,115.13,0,201,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Ammonium Chloride,Solid,0,1,Ammonium Chloride,Ammonium Chloride,Ammonium Chloride,1.53,1,0.001,53.49,0,520,520,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Ammonium Sulfate,Solid,0,1,Ammonium Sulfate,Ammonium Sulfate,Ammonium Sulfate,1.77,1,0.001,132.14,0,280,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Ammonium Nitrate,Solid,0,1,Ammonium Nitrate,Ammonium Nitrate,Ammonium Nitrate,1.73,1,0.001,80.04,0,169,210,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Ammonium Carbonate,Solid,0,1,Ammonium Carbonate,Ammonium Carbonate,Ammonium Carbonate,1.5,1,0.001,96.09,0,58,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Ammonium Chromate,Solid,0,1,Ammonium Chromate,Ammonium Chromate,Ammonium Chromate,1.9,1,0.001,152.07,0,185,0,0.1,0xFFFF00,1.0,0xFFFF00,1.0,0xFFFF00,1.0,0xFFFF00,1.0,0.4,0.3,,,,,0,0,0,0,0
Ammonium Dichromate,Solid,0,1,Ammonium Dichromate,Ammonium Dichromate,Ammonium Dichromate,2.15,1,0.001,252.06,0,180,0,0.1,0xFF4500,1.0,0xFF4500,1.0,0xFF4500,1.0,0xFF4500,1.0,0.4,0.3,,,,,0,0,0,0,0
Barium Bromide,Solid,0,1,Barium Bromide,Barium Bromide,Barium Bromide,4.92,1,0.001,297.14,0,854,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Barium Iodide,Solid,0,1,Barium Iodide,Barium Iodide,Barium Iodide,5.15,1,0.001,391.14,0,740,0,0.1,0xFFFFF0,1.0,0xFFFFF0,1.0,0xFFFFF0,1.0,0xFFFFF0,1.0,0.4,0.3,,,,,0,0,0,0,0
Cadmium Sulfide,Solid,0,1,Cadmium Sulfide,Cadmium Sulfide,Cadmium Sulfide,4.82,1,0.001,144.48,0,1750,0,0.1,0xFFFF00,1.0,0xFFFF00,1.0,0xFFFF00,1.0,0xFFFF00,1.0,0.4,0.3,,,,,0,0,0,0,0
Cadmium Chloride,Solid,0,1,Cadmium Chloride,Cadmium Chloride,Cadmium Chloride,4.05,1,0.001,183.32,0,568,964,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Cadmium Iodide,Solid,0,1,Cadmium Iodide,Cadmium Iodide,Cadmium Iodide,5.67,1,0.001,366.22,0,388,742,0.1,0xFFFFE0,1.0,0xFFFFE0,1.0,0xFFFFE0,1.0,0xFFFFE0,1.0,0.4,0.3,,,,,0,0,0,0,0
Cadmium Oxide,Solid,0,1,Cadmium Oxide,Cadmium Oxide,Cadmium Oxide,6.95,1,0.001,128.41,0,1500,0,0.1,0x2F2F2F,1.0,0x2F2F2F,1.0,0x2F2F2F,1.0,0x2F2F2F,1.0,0.4,0.3,,,,,0,0,0,0,0
Cobalt Acetate,Solid,0,1,Cobalt Acetate,Cobalt Acetate,Cobalt Acetate,1.71,1,0.001,177.02,0,0,0,0.1,0xFFB6C1,1.0,0xFFB6C1,1.0,0xFFB6C1,1.0,0xFFB6C1,1.0,0.4,0.3,,,,,0,0,0,0,0
Cobalt Sulfate,Solid,0,1,Cobalt Sulfate,Cobalt Sulfate,Cobalt Sulfate,3.71,1,0.001,155,0,96.8,0,0.1,0xFFB6C1,1.0,0xFFB6C1,1.0,0xFFB6C1,1.0,0xFFB6C1,1.0,0.4,0.3,,,,,0,0,0,0,0
Cobalt Nitrate,Solid,0,1,Cobalt Nitrate,Cobalt Nitrate,Cobalt Nitrate,2.49,1,0.001,182.94,0,55,0,0.1,0xFFB6C1,1.0,0xFFB6C1,1.0,0xFFB6C1,1.0,0xFFB6C1,1.0,0.4,0.3,,,,,0,0,0,0,0
Chromium Trioxide,Solid,0,1,Chromium Trioxide,Chromium Trioxide,Chromium Trioxide,2.7,1,0.001,99.99,0,196,250,0.1,0xFF4500,1.0,0xFF4500,1.0,0xFF4500,1.0,0xFF4500,1.0,0.4,0.3,,,,,0,0,0,0,0
Chromium Acetate,Solid,0,1,Chromium Acetate,Chromium Acetate,Chromium Acetate,1.27,1,0.001,229.13,0,0,0,0.1,0x006400,1.0,0x006400,1.0,0x006400,1.0,0x006400,1.0,0.4,0.3,,,,,0,0,0,0,0
Chromium Sulfate,Solid,0,1,Chromium Sulfate,Chromium Sulfate,Chromium Sulfate,3.1,1,0.001,148.06,0,0,0,0.1,0x006400,1.0,0x006400,1.0,0x006400,1.0,0x006400,1.0,0.4,0.3,,,,,0,0,0,0,0
Copper Acetate,Solid,0,1,Copper Acetate,Copper Acetate,Copper Acetate,1.93,1,0.001,181.63,0,0,0,0.1,0x40E0D0,1.0,0x40E0D0,1.0,0x40E0D0,1.0,0x40E0D0,1.0,0.4,0.3,,,,,0,0,0,0,0
Copper Sulfate,Solid,0,1,Copper Sulfate,Copper Sulfate,Copper Sulfate,3.6,1,0.001,159.61,0,150,0,0.1,0x4169E1,1.0,0x4169E1,1.0,0x4169E1,1.0,0x4169E1,1.0,0.4,0.3,,,,,0,0,0,0,0
Copper Nitrate,Solid,0,1,Copper Nitrate,Copper Nitrate,Copper Nitrate,2.32,1,0.001,187.56,0,115,170,0.1,0x4169E1,1.0,0x4169E1,1.0,0x4169E1,1.0,0x4169E1,1.0,0.4,0.3,,,,,0,0,0,0,0
