Chemical,Type,State,Available,RName,CName,DName,Density1,Density2,Density3,Mm,Sol,Mp,Bp,KH,color1,alpha1,color2,alpha2,color3,alpha3,color4,alpha4,friction,restitution,JPN,CHN,TW,KR,Solk,MOH,KOH,MH,PTN
Fe2O3,Solid,0,1,Iron oxide,Fe2O3,Fe2O3,5.24,1,0.001,159.69,0,1565,99999,0,0x8B0000,1,0x8B0000,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,酸化鉄,氧化铁,氧化鐵,산화철,0,0,0,0,1
Fe3O4,Solid,0,1,Magnetite,Fe3O4,Fe3O4,5.17,1,0.001,231.53,0,1597,99999,0,0x000000,1,0x000000,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,磁铁矿,磁铁矿,磁鐵礦,자철석,0,0,0,0,1
Cu,Solid,0,1,Copper,Cu,Cu,8.96,1,0.001,63.55,0,1085,2562,0,0xB87333,1,0xB87333,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,銅,铜,銅,구리,0,0,0,0,2
CuO,Solid,0,1,Copper oxide,CuO,CuO,6.31,1,0.001,79.55,0,1326,99999,0,0x000000,1,0x000000,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,酸化銅,氧化铜,氧化銅,산화구리,0,0,0,0,1
CuSO4,Solid,0,1,Copper sulfate,CuSO4,CuSO4,2.28,1,0.001,159.6,100,110,99999,1.000000E-06,0x0000FF,1,0x0000FF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,硫酸銅,硫酸铜,硫酸銅,황산구리,0,0,0,0,1
Zn,Solid,0,1,Zinc,Zn,Zn,7.14,1,0.001,65.38,0,420,907,0,0x7D7D7D,1,0x7D7D7D,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,亜鉛,锌,鋅,아연,0,0,0,0,2
ZnO,Solid,0,1,Zinc oxide,ZnO,ZnO,5.61,1,0.001,81.38,0,1975,99999,0,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,酸化亜鋁,氧化锌,氧化鋅,아연화물,0,0,0,0,1
Mg,Solid,0,1,Magnesium,Mg,Mg,1.74,1,0.001,24.31,0,650,1090,0,0xC0C0C0,1,0xC0C0C0,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,マグネシウム,镁,鎂,마그네슘,0,0,0,0,2
MgO,Solid,0,1,Magnesium oxide,MgO,MgO,3.58,1,0.001,40.3,0,2852,3600,0,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,酸化マグネシウム,氧化镁,氧化鎂,산화마그네슘,0,0,0,0,1
Pb,Solid,0,1,Lead,Pb,Pb,11.34,1,0.001,207.2,0,327,1749,0,0x4A4A4A,1,0x4A4A4A,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,鉛,铅,鉛,납,0,0,0,0,2
Hg,Solid,0,1,Mercury,Hg,Hg,13.53,1,0.001,200.59,0,-39,357,0,0xC0C0C0,1,0xC0C0C0,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,水銀,汞,汞,수은,0,0,0,0,2
Au,Solid,0,1,Gold,Au,Au,19.32,1,0.001,196.97,0,1064,2856,0,0xFFD700,1,0xFFD700,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,金,金,金,금,0,0,0,0,2
Ra,Solid,0,1,Radium,Ra,Ra,5.5,1,0.001,226,0,700,1737,0,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,ラジウム,镭,鐳,라듐,0,0,0,0,2
U,Solid,0,1,Uranium,U,U,18.95,1,0.001,238.03,0,1132,4131,0,0x4A4A4A,1,0x4A4A4A,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,ウラン,铀,鈾,우라늄,0,0,0,0,2
Th,Solid,0,1,Thorium,Th,Th,11.72,1,0.001,232.04,0,1750,4788,0,0xC0C0C0,1,0xC0C0C0,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,トリウム,钍,釷,토륨,0,0,0,0,2
Pt,Solid,0,1,Platinum,Pt,Pt,21.45,1,0.001,195.08,0,1768,3825,0,0xE5E4E2,1,0xE5E4E2,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,白金,铂,鉑,백금,0,0,0,0,2
Pd,Solid,0,1,Palladium,Pd,Pd,12.02,1,0.001,106.42,0,1555,2963,0,0xC0C0C0,1,0xC0C0C0,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,パラジウム,钯,鈀,팔라듐,0,0,0,0,2
Ni,Solid,0,1,Nickel,Ni,Ni,8.91,1,0.001,58.69,0,1455,2913,0,0xC0C0C0,1,0xC0C0C0,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,ニッケル,镍,鎳,니켈,0,0,0,0,2
Co,Solid,0,1,Cobalt,Co,Co,8.86,1,0.001,58.93,0,1495,2927,0,0x7D7D7D,1,0x7D7D7D,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,コバルト,钴,鈷,코발트,0,0,0,0,2
Mn,Solid,0,1,Manganese,Mn,Mn,7.21,1,0.001,54.94,0,1244,2062,0,0x9D9D9D,1,0x9D9D9D,0.9,0,0x0xFFFFFF,FFFFFF,0,0.5,0.15,マンガン,锰,錳,망가니즈,0,0,0,0,2
Cr,Solid,0,1,Chromium,Cr,Cr,7.14,1,0.001,52,0,1907,2671,0,0x8A9A9A,1,0x8A9A9A,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,クロム,铬,鉻,크로뮴,0,0,0,0,2
Sn,Solid,0,1,Tin,Sn,Sn,7.31,1,0.001,118.71,0,232,2602,0,0xC0C0C0,1,0xC0C0C0,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,錫,锡,錫,주석,0,0,0,0,2
Ti,Solid,0,1,Titanium,Ti,Ti,4.51,1,0.001,47.87,0,1668,3287,0,0xC0C0C0,1,0xC0C0C0,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,チタン,钛,鈦,타이타늄,0,0,0,0,2
Si,Solid,0,1,Silicon,Si,Si,2.33,1,0.001,28.09,0,1414,3265,0,0x4A4A4A,1,0x4A4A4A,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,ケイ素,硅,硅,규소,0,0,0,0,2
B,Solid,0,1,Boron,B,B,2.34,1,0.001,10.81,0,2076,3927,0,0x4A4A4A,1,0x4A4A4A,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,ホウ素,硼,硼,붕소,0,0,0,0,2
F2,Gas,0,1,Fluorine,F2,F2,0.0016,1,0.001,38,0,-220,-188,0,0xFFFF00,1,0xFFFF00,0.5,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,フッ素,氟,氟,플루오린,0,0,0,0,3
Cl2,Gas,0,1,Chlorine,Cl2,Cl2,0.0032,1,0.001,71,0,-102,-34,0,0xFFFF00,1,0xFFFF00,0.5,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,塩素,氯,氯,염소,0,0,0,0,3
Br2,Liquid,0,1,Bromine,Br2,Br2,3.1,1,0.001,159.81,0,-7,59,0,0x8B0000,1,0x8B0000,0.5,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,臭素,溴,溴,브로민,0,0,0,0,3
I2,Solid,0,1,Iodine,I2,I2,4.93,1,0.001,253.81,0,114,184,0,0x4A0080,1,0x4A0080,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,ヨウ素,碘,碘,아이오딘,0,0,0,0,2
O3,Gas,0,1,Ozone,O3,O3,0.002,1,0.001,48,0,-112,-108,0,0x87CEEB,1,0x87CEEB,0.5,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,オゾン,臭氧,臭氧,오존,0,0,0,0,3
O2,Gas,0,1,Oxygen,O2,O2,0.0014,1,0.001,32,0,-218,-183,0,0x87CEEB,1,0x87CEEB,0.5,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,酸素,氧,氧,산소,0,0,0,0,3
N2,Gas,0,1,Nitrogen,N2,N2,0.0012,1,0.001,28,0,-210,-196,0,0xFFFFFF,1,0xFFFFFF,0.5,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,窒素,氮,氮,질소,0,0,0,0,3
H2,Gas,0,1,Hydrogen,H2,H2,0.00009,1,0.001,2,0,-259,-253,0,0xFFFFFF,1,0xFFFFFF,0.5,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,水素,氢,氫,수소,0,0,0,0,3
He,Gas,0,1,Helium,He,He,0.00018,1,0.001,4,0,-272,-269,0,0xFFFFFF,1,0xFFFFFF,0.5,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,ヘリウム,氦,氦,헬륨,0,0,0,0,3
Ne,Gas,0,1,Neon,Ne,Ne,0.0009,1,0.001,20,0,-246,-246,0,0xFF0000,1,0xFF0000,0.5,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,ネオン,氖,氖,네온,0,0,0,0,3
Ar,Gas,0,1,Argon,Ar,Ar,0.0018,1,0.001,40,0,-189,-186,0,0x00FF00,1,0x00FF00,0.5,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,アルゴン,氩,氩,아르곤,0,0,0,0,3
CO2,Gas,0,1,Carbon dioxide,CO2,CO2,0.002,1,0.001,44,0,-78,-56,0,0xFFFFFF,1,0xFFFFFF,0.5,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,二酸化炭素,二氧化碳,二氧化碳,이산화탄소,0,0,0,0,3
SO2,Gas,0,1,Sulfur dioxide,SO2,SO2,0.0026,1,0.001,64,0,-72,-10,0,0xFFFF00,1,0xFFFF00,0.5,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,二酸化硫黄,二氧化硫,二氧化硫,이황화탄소,0,0,0,0,3
NO2,Gas,0,1,Nitrogen dioxide,NO2,NO2,0.0019,1,0.001,46,0,-162,21,0,0x8B4513,1,0x8B4513,0.5,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,二酸化窒素,二氧化氮,二氧化氮,이산화질소,0,0,0,0,3
NH4NO3,Solid,0,1,Ammonium nitrate,NH4NO3,NH4NO3,1.72,1,0.001,80,100,210,99999,0,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,硝酸アンモニウム,硝酸铵,硝酸銨,질산암모늄,0,0,0,0,1
KNO3,Solid,0,1,Potassium nitrate,KNO3,KNO3,2.1,1,0.001,101.1,100,334,99999,0,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,硝酸カリウム,硝酸钾,硝酸鉀,질산칼륨,0,0,0,0,1
KClO3,Solid,0,1,Potassium chlorate,KClO3,KClO3,2.32,1,0.001,122.55,0,356,400,0,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,塩素酸カリウム,氯酸钾,氯酸鉀,염화산칼륨,0,0,0,0,1
KMnO4,Solid,0,1,Potassium permanganate,KMnO4,KMnO4,2.7,1,0.001,158.03,100,240,99999,0,0x800080,1,0x800080,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,過マンガン酸カリウム,高锰酸钾,高錳酸鉀,과망가론산칼륨,0,0,0,0,1
Na2S2O3,Solid,0,1,Sodium thiosulfate,Na2S2O3,Na2S2O3,1.67,1,0.001,158.11,100,48,100,0,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,チオ硫酸ナトリウム,硫代硫酸钠,硫代硫酸鈉,황화나트륨,0,0,0,0,1
H2O2,Solution,4,1,Hydrogen peroxide,H2O2,H2O2,1.45,1,0.001,34.01,100,-0.4,150,0,0xFFFFFF,1,0xFFFFFF,0.3,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,過酸化水素,过氧化氢,過氧化氫,과산화수소,0,0,0,0,3
Methane,Gas,0,1,Methane,Methane,Methane,0.668,1,0.001,16.04,0,-182.5,-161.5,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,メタン,甲烷,甲烷,메탄,0,0,0,0,0
Ethane,Gas,0,1,Ethane,Ethane,Ethane,1.265,1,0.001,30.07,0,-183.3,-88.6,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,エタン,乙烷,乙烷,에탄,0,0,0,0,0
Propane,Gas,0,1,Propane,Propane,Propane,1.867,1,0.001,44.09,0,-187.7,-42.1,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,プロパン,丙烷,丙烷,프로판,0,0,0,0,0
Butane,Gas,0,1,Butane,Butane,Butane,2.493,1,0.001,58.12,0,-138.3,-0.5,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,ブタン,丁烷,丁烷,부탄,0,0,0,0,0
Pentane,Liquid,0,1,Pentane,Pentane,Pentane,0.626,1,0.001,72.15,0,-129.7,36.1,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,ペンタン,戊烷,戊烷,펜탄,0,0,0,0,0
Hexane,Liquid,0,1,Hexane,Hexane,Hexane,0.659,1,0.001,86.18,0,-95.3,68.7,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,ヘキサン,己烷,己烷,핵산,0,0,0,0,0
Heptane,Liquid,0,1,Heptane,Heptane,Heptane,0.684,1,0.001,100.2,0,-90.6,98.4,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,ヘプタン,庚烷,庚烷,헵탄,0,0,0,0,0
Octane,Liquid,0,1,Octane,Octane,Octane,0.703,1,0.001,114.23,0,-56.8,125.7,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,オクタール,辛烷,辛烷,옥탄,0,0,0,0,0
Nonane,Liquid,0,1,Nonane,Nonane,Nonane,0.718,1,0.001,128.25,0,-64,150.8,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,ノナン,壬烷,壬烷,노난,0,0,0,0,0
Decane,Liquid,0,1,Decane,Decane,Decane,0.73,1,0.001,142.29,0,-29.7,174.1,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,デカン,癸烷,癸烷,데칸,0,0,0,0,0
Benzene,Liquid,0,1,Benzene,Benzene,Benzene,0.879,1,0.001,78.11,0,5.5,80.1,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,ベンゼン,苯,苯,벤젠,0,0,0,0,0
Toluene,Liquid,0,1,Toluene,Toluene,Toluene,0.867,1,0.001,92.14,0,-95,110.6,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,トルエン,甲苯,甲苯,톨루엔,0,0,0,0,0
Xylene,Liquid,0,1,Xylene,Xylene,Xylene,0.86,1,0.001,106.16,0,-47,138,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,キシレン,二甲苯,二甲苯,자일렌,0,0,0,0,0
Acetone,Liquid,0,1,Acetone,Acetone,Acetone,0.784,1,0.001,58.08,0,-94.9,56.08,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,アセトン,丙酮,丙酮,아세톤,0,0,0,0,0
Ethanol,Liquid,0,1,Ethanol,Ethanol,Ethanol,0.789,1,0.001,46.07,0,-114.1,78.37,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,エチルアルコール,乙醇,乙醇,에탄올,0,0,0,0,0
Methanol,Liquid,0,1,Methanol,Methanol,Methanol,0.792,1,0.001,32.04,0,-97.6,64.7,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,メタノール,甲醇,甲醇,메탄올,0,0,0,0,0
Acetic Acid,Liquid,0,1,Acetic Acid,Acetic Acid,Acetic Acid,1.049,1,0.001,60.05,0,16.6,118.1,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,酢酸,乙酸,乙酸,아세트산,0,0,0,0,0
Formaldehyde,Gas,0,1,Formaldehyde,Formaldehyde,Formaldehyde,0.815,1,0.001,30.03,0,-92,-19.1,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,ホルマリン,甲醛,甲醛,포름알데히드,0,0,0,0,0
Acetylene,Gas,0,1,Acetylene,Acetylene,Acetylene,0.001,1,0.001,26.04,0,-80.8,-84,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,アセチレン,乙炔,乙炔,아세틸렌,0,0,0,0,0
Ethylene,Gas,0,1,Ethylene,Ethylene,Ethylene,0.001,1,0.001,28.05,0,-169.4,-103.7,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,エチレン,乙烯,乙烯,에틸렌,0,0,0,0,0
Cyclohexane,Liquid,0,1,Cyclohexane,Cyclohexane,Cyclohexane,0.779,1,0.001,84.16,0,6.5,80.7,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,シクロヘキサン,环己烷,環己烷,사이클로헥산,0,0,0,0,0
Chloroform,Liquid,0,1,Chloroform,Chloroform,Chloroform,1.48,1,0.001,119.38,0,-63.5,60.6,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,クロロホルム,氯仿,氯仿,클로로포름,0,0,0,0,0
Carbon Tetrachloride,Liquid,0,1,Carbon Tetrachloride,Carbon Tetrachloride,Carbon Tetrachloride,1.594,1,0.001,153.82,0,-22.9,76.7,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,四塩化炭素,四氯化碳,四氯化碳,사염화탄소,0,0,0,0,0
Nitrobenzene,Liquid,0,1,Nitrobenzene,Nitrobenzene,Nitrobenzene,1.2,1,0.001,123.11,0,5.7,210.8,0.1,0xFFD700,1,0xFFD700,1,0xFFD700,1,0xFFD700,1,0.4,0.3,ニトロベンゼン,硝基苯,硝基苯,나이트로벤젠,0,0,0,0,0
Phenol,Solid,0,1,Phenol,Phenol,Phenol,1.07,1,0.001,94.11,0,40.5,181.9,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,フェノール,苯酚,苯酚,페놀,0,0,0,0,0
Aniline,Liquid,0,1,Aniline,Aniline,Aniline,1.022,1,0.001,93.13,0,-6.3,184.4,0.1,0x8B4513,1,0x8B4513,1,0x8B4513,1,0x8B4513,1,0.4,0.3,アニリン,苯胺,苯胺,아닐린,0,0,0,0,0
Glycerol,Liquid,0,1,Glycerol,Glycerol,Glycerol,1.261,1,0.001,92.09,0,17.8,290,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,グリセロール,甘油,甘油,글리세롤,0,0,0,0,0
Sucrose,Organic,Solid,1,Sucrose,C12H22O11,C12H22O11,1.588,1,0.001,342.3,0,186,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,ショ糖,蔗糖,蔗糖,수크로오스,0,0,0,0,0
Glucose,Organic,Solid,1,Glucose,C6H12O6,C6H12O6,1.54,1,0.001,180.16,0,146,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,葡萄糖,葡萄糖,葡萄糖,포도당,0,0,0,0,0
Citric Acid,Solid,0,1,Citric Acid,Citric Acid,Citric Acid,1.665,1,0.001,192.12,0,153,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,クエン酸,柠檬酸,檸檬酸,시트르산,0,0,0,0,0
Sodium Acetate,Organic,Solid,1,Sodium Acetate,CH3COONa,CH3COONa,1.528,1,0.001,82.03,0,324,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,酢酸ナトリウム,乙酸钠,乙酸鈉,아세트산나트륨,0,0,0,0,0
Potassium Permanganate,Solid,0,1,Potassium Permanganate,Potassium Permanganate,Potassium Permanganate,2.7,1,0.001,158.03,0,240,0,0.1,0x800080,1,0x800080,1,0x800080,1,0x800080,1,0.4,0.3,過マンガン酸カリウム,高锰酸钾,高錳酸鉀,과망가루산칼륨,0,0,0,0,0
Copper Sulfate,Solid,0,1,Copper Sulfate,Copper Sulfate,Copper Sulfate,3.6,1,0.001,159.61,0,150,0,0.1,0x0066CC,1,0x0066CC,1,0x0066CC,1,0x0066CC,1,0.4,0.3,硫酸銅(II),硫酸铜,硫酸銅,황산구리,0,0,0,0,0
Iron Sulfate,Solid,0,1,Iron Sulfate,Iron Sulfate,Iron Sulfate,3.65,1,0.001,151.91,0,64,0,0.1,0x90D6C0,1,0x90D6C0,1,0x90D6C0,1,0x90D6C0,1,0.4,0.3,硫酸鉄(II),硫酸亚铁,硫酸亞鐵,황산제일철,0,0,0,0,0
Cobalt Chloride,Solid,0,1,Cobalt Chloride,Cobalt Chloride,Cobalt Chloride,3.356,1,0.001,129.84,0,726,0,0.1,0xFFC0CB,1,0xFFC0CB,1,0xFFC0CB,1,0xFFC0CB,1,0.4,0.3,塩化コバルト(II),氯化钴,氯化鈷,염화코발트,0,0,0,0,0
Potassium Dichromate,Solid,0,1,Potassium Dichromate,Potassium Dichromate,Potassium Dichromate,2.68,1,0.001,294.19,0,398,0,0.1,0xFF4500,1,0xFF4500,1,0xFF4500,1,0xFF4500,1,0.4,0.3,二クロム酸カリウム,重铬酸钾,重鉻酸鉀,중크롬산칼륨,0,0,0,0,0
Sodium Hydroxide,Solid,0,1,Sodium Hydroxide,Sodium Hydroxide,Sodium Hydroxide,2.13,1,0.001,40,0,323,1388,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,水酸化ナトリウム,氢氧化钠,氫氧化鈉,수산화나트륨,0,0,0,0,0
Hydrochloric Acid,Liquid,0,1,Hydrochloric Acid,Hydrochloric Acid,Hydrochloric Acid,1.18,1,0.001,36.46,0,-27.3,110,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,塩酸,盐酸,鹽酸,염화수소산,0,0,0,0,0
Sulfuric Acid,Liquid,0,1,Sulfuric Acid,Sulfuric Acid,Sulfuric Acid,1.84,1,0.001,98.08,0,10,337,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,濃硫酸,硫酸,硫酸,황산,0,0,0,0,0
Nitric Acid,Liquid,0,1,Nitric Acid,Nitric Acid,Nitric Acid,1.51,1,0.001,63.01,0,-42,83,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,硝酸,硝酸,硝酸,질산,0,0,0,0,0
Ammonia,Liquid,0,1,Ammonia,Ammonia,Ammonia,0.73,1,0.001,17.03,0,-77.7,-33.3,0.1,0xADD8E6,1,0xADD8E6,1,0xADD8E6,1,0xADD8E6,1,0.4,0.3,アンモニア,氨,氨,암모니아,0,0,0,0,0
Hydrogen Peroxide,Liquid,0,1,Hydrogen Peroxide,Hydrogen Peroxide,Hydrogen Peroxide,1.45,1,0.001,34.01,0,-0.4,150.2,0.1,0xADD8E6,1,0xADD8E6,1,0xADD8E6,1,0xADD8E6,1,0.4,0.3,過酸化水素,过氧化氢,過氧化氫,과산화수소,0,0,0,0,0
Sodium Chloride,Solid,0,1,Sodium Chloride,Sodium Chloride,Sodium Chloride,2.165,1,0.001,58.44,0,801,1413,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,塩化ナトリウム,氯化钠,氯化鈉,염화나트륨,0,0,0,0,0
Potassium Chloride,Solid,0,1,Potassium Chloride,Potassium Chloride,Potassium Chloride,1.984,1,0.001,74.55,0,770,1420,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,塩化カリウム,氯化钾,氯化鉀,염화칼륨,0,0,0,0,0
Calcium Carbonate,Solid,0,1,Calcium Carbonate,Calcium Carbonate,Calcium Carbonate,2.71,1,0.001,100.09,0,825,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,炭酸カルシウム,碳酸钙,碳酸鈣,탄산칼슘,0,0,0,0,0
Magnesium Sulfate,Solid,0,1,Magnesium Sulfate,Magnesium Sulfate,Magnesium Sulfate,2.66,1,0.001,120.37,0,1124,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,硫酸マグネシウム,硫酸镁,硫酸鎂,황산마그네슘,0,0,0,0,0
Barium Sulfate,Solid,0,1,Barium Sulfate,Barium Sulfate,Barium Sulfate,4.49,1,0.001,233.39,0,1580,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,硫酸バリウム,硫酸钡,硫酸鋇,황산바륨,0,0,0,0,0
Silver Nitrate,Solid,0,1,Silver Nitrate,Silver Nitrate,Silver Nitrate,4.35,1,0.001,169.87,0,212,440,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,硝酸銀,硝酸银,硝酸銀,질산은,0,0,0,0,0
Lead Iodide,Solid,0,1,Lead Iodide,Lead Iodide,Lead Iodide,6.16,1,0.001,461.01,0,402,954,0.1,0xFFFF00,1,0xFFFF00,1,0xFFFF00,1,0xFFFF00,1,0.4,0.3,ヨウ化鉛(II),碘化铅,碘化鉛,요오화납,0,0,0,0,0
Undecane,Liquid,0,1,Undecane,Undecane,Undecane,0.74,1,0.001,156.31,0,-25.5,195.9,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Dodecane,Liquid,0,1,Dodecane,Dodecane,Dodecane,0.75,1,0.001,170.33,0,-9.6,216.3,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Tridecane,Liquid,0,1,Tridecane,Tridecane,Tridecane,0.76,1,0.001,184.36,0,-5.4,235.5,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Tetradecane,Liquid,0,1,Tetradecane,Tetradecane,Tetradecane,0.76,1,0.001,198.39,0,5.9,253.5,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
