Name,Speed,Reactants,Products,Modulus,Temps,States,Effects,Rek,Effect Color,
C2H6_Burn,0.6,C2H6-O2,CO2-H2O,2-7-4-6,500-900,1-2,BURN3,11,0x00FFFF,
C3H8_Burn,0.6,C3H8-O2,CO2-H2O,1-5-3-4,500-900,1-2,BURN3,11,0x00FFFF,
Mg_CO2,0.4,Mg-CO2,MgO-CO,2-1-2-1,500-1000,1-2,BURN2,8,0xFFFFFF,
Na_CO2,0.3,Na-CO2,Na2O-CO,2-1-1-1,300-600,1-2,BURN2,6,0xFFFFFF,
K_CO2,0.3,K-CO2,K2O-CO,2-1-1-1,300-600,1-2,BURN2,6,0xFFFFFF,
Ca_CO2,0.3,Ca-CO2,CaO-CO,2-1-1-1,600-1000,1-2,BURN2,6,0xFFFFFF,
Fe_CO2,0.2,Fe-CO2,FeO-CO,1-1-1-1,600-1000,1-2,FALSE,0,0xFFFFFF,
Zn_CO2,0.2,Zn-CO2,ZnO-CO,2-1-1-1,500-900,1-2,FALSE,0,0xFFFFFF,
NH4NO3_heat,0.7,NH4NO3,N2O-H2O,1-1-1,170-240,1-2,FALSE,0,0xFFFFFF,
KClO3_heat,0.8,KClO3,KCl-O2,2-1-3,200-400,1-2,BURN3,12,0xFFFFFF,
H2O2_heat,0.6,H2O2,H2O-O2,2-1-1,50-100,1-2,FALSE,0,0xFFFFFF,
NaN3_heat,1.0,NaN3,Na-N2,2-1-3,250-350,1-2,BURN3,15,0xFFFFFF,
Ag2O_heat,0.5,Ag2O,Ag-O2,2-1-2-1,160-250,1-2,FALSE,0,0xFFFFFF,
HgO_heat,0.4,HgO,Hg-O2,2-1-2-1,350-500,1-2,FALSE,0,0xFFFFFF,
CaCO3_heat,0.3,CaCO3,CaO-CO2,1-1-1,750-950,1-2,FALSE,0,0xFFFFFF,
MgCO3_heat,0.4,MgCO3,MgO-CO2,1-1-1,350-650,1-2,FALSE,0,0xFFFFFF,
ZnCO3_heat,0.4,ZnCO3,ZnO-CO2,1-1-1,300-600,1-2,FALSE,0,0xFFFFFF,
CuCO3_heat,0.4,CuCO3,CuO-CO2,1-1-1,200-500,1-2,FALSE,0,0xFFFFFF,
FeCO3_heat,0.4,FeCO3,FeO-CO2,1-1-1,300-600,1-2,FALSE,0,0x8B4513,
PbCO3_heat,0.4,PbCO3,PbO-CO2,1-1-1,300-600,1-2,FALSE,0,0xFFFFFF,
Al_NaOH,0.7,Al-NaOH,NaAlO2-H2,2-2-1-2,50-100,1-2,FALSE,0,0xFFFFFF,
Zn_NaOH,0.6,Zn-NaOH,Na2ZnO2-H2,1-2-1-1,50-100,1-2,FALSE,0,0xFFFFFF,
Si_NaOH,0.5,Si-NaOH,Na2SiO3-H2,1-2-1-2,50-100,1-2,FALSE,0,0xFFFFFF,
Al_HCl,0.8,Al-HCl,AlCl3-H2,2-6-2-3,20-100,1-2,FALSE,0,0xFFFFFF,
Al_H2SO4,0.7,Al-H2SO4,Al2(SO4)3-H2,2-3-1-3,20-100,1-2,FALSE,0,0xFFFFFF,
Zn_H2SO4,0.8,Zn-H2SO4,ZnSO4-H2,1-1-1-1,20-100,1-2,FALSE,0,0xFFFFFF,
Mg_H2SO4,0.9,Mg-H2SO4,MgSO4-H2,1-1-1-1,20-100,1-2,FALSE,0,0xFFFFFF,
Fe_H2SO4,0.6,Fe-H2SO4,FeSO4-H2,1-1-1-1,20-100,1-2,FALSE,0,0xFFFFFF,
Cu_H2SO4_cold,0.2,Cu-H2SO4,CuSO4-SO2-H2O,1-2-1-1-2,20-40,1-2,FALSE,0,0xFFFFFF,
Cu_H2SO4_hot,0.6,Cu-H2SO4,CuSO4-SO2-H2O,1-2-1-1-2,80-100,1-2,FALSE,0,0x00FF00,
Ag_H2SO4,0.3,Ag-H2SO4,Ag2SO4-SO2-H2O,2-2-1-1-2,80-100,1-2,FALSE,0,0xFFFFFF,
Na_K_alloy,1.0,Na-K,NaOH-KOH,1-1-1,20-100,1-2,EXPLODE3,20,0xFF6D00,
Al_Fe2O3,1.0,Al-Fe2O3,Fe-Al2O3,2-1-1-2,1500-2000,1-2,EXPLODE3,25,0xFF4500,
Fe_S,1.0,Fe-S,FeS,1-1-1,500-700,1-2,BURN3,12,0x4A4A4A,
Mg_S,1.0,Mg-S,MgS,1-1-1,400-600,1-2,BURN3,15,0xFFFFFF,
Na_Na2O2,1.0,Na-Na2O2,Na2O,2-1-2,200-400,1-2,BURN3,18,0xFFFF00,
K_Na2O2,1.0,K-Na2O2,Na2O-K2O,2-1-1-2,200-400,1-2,BURN3,18,0xFFFF00,
Mg_MgO2,1.0,Mg-MgO2,MgO,2-1-2,300-500,1-2,BURN2,10,0xFFFFFF,
Ca_CaO2,1.0,Ca-CaO2,CaO,2-1-2,300-500,1-2,BURN2,10,0xFFFFFF,
H2_O2_spark,1.0,H2-O2,H2O,2-1-2,500-1000,1-2,EXPLODE3,25,0x00FFFF,
Cl2_H2,1.0,Cl2-H2,HCl,1-1-2,200-500,1-2,EXPLODE2,15,0xFFFF00,
F2_H2,1.0,F2-H2,HF,1-1-2,20-100,1-2,EXPLODE3,25,0xFFFFFF,
Na_H2O_explode,1.0,Na-H2O,NaOH-H2,1-2-1-1,20-80,1-2,EXPLODE2,20,0xFFFFFF,
K_H2O_explode,1.0,K-H2O,KOH-H2,1-2-1-1,20-60,1-2,EXPLODE3,25,0xFF0000,
Ca_H2O,0.6,Ca-H2O,Ca(OH)2-H2,1-2-1-1,20-100,1-2,BUBBLE,8,0xFFFFFF,
Mg_H2O_hot,0.5,Mg-H2O,MgO-H2,1-1-1-1,80-100,1-2,BUBBLE,6,0xFFFFFF,
Zn_H2O_hot,0.3,Zn-H2O,ZnO-H2,1-1-1-1,90-100,1-2,BUBBLE,4,0xFFFFFF,
Fe_H2O_steam,0.2,Fe-H2O,Fe3O4-H2,3-4-1-4,500-800,1-2,BURN1,5,0x4A4A4A,
NH4Cl_heat,0.4,NH4Cl,NH3-HCl,1-1-1,300-400,1-2,BUBBLE,6,0xFFFFFF,
Cu_Cl2_heat,0.3,Cu-Cl2,CuCl2,1-1-1,400-600,1-2,FALSE,0,0x26C6DA,
Ag_Cl2,0.2,Ag-Cl2,AgCl,2-1-2,200-400,1-2,FALSE,0,0xFFFFFF,
Au_Cl2,0.1,Au-Cl2,AuCl3,2-3-2,400-600,1-2,FALSE,0,0xFFD700,
Pt_Cl2,0.2,Pt-Cl2,PtCl4,1-2-1,400-600,1-2,FALSE,0,0xFF8A65,
Pd_Cl2,0.2,Pd-Cl2,PdCl2,1-1-1,400-600,1-2,FALSE,0,0xC0C0C0,
Ni_Cl2,0.5,Ni-Cl2,NiCl2,1-1-1,300-500,1-2,FALSE,0,0x4CAF50,
Co_Cl2,0.5,Co-Cl2,CoCl2,1-1-1,300-500,1-2,FALSE,0,0xE91E63,
Mn_Cl2,0.5,Mn-Cl2,MnCl2,1-1-1,300-500,1-2,FALSE,0,0x9D9D9D,
Cr_Cl3,0.4,Cr-Cl3,CrCl3,1-2-1,400-600,1-2,FALSE,0,0x8A9A9A,
Sn_Cl2,0.6,Sn-Cl2,SnCl2,1-1-1,300-500,1-2,FALSE,0,0xC0C0C0,
Ti_Cl4,0.3,Ti-Cl4,TiCl4,1-2-1,400-600,1-2,FALSE,0,0xFFFFFF,
Si_Cl4,0.3,Si-Cl4,SiCl4,1-2-1,400-600,1-2,FALSE,0,0xFFFFFF,
B_Cl3,0.3,B-Cl3,BCl3,1-2-1,400-600,1-2,FALSE,0,0xFFFFFF,
N2_O2,0.1,N2-O2,NO,1-1-2,2000-3000,1-2,BURN1,8,0xFF6600,
N2_H2,0.1,N2-H2,NH3,1-3-2,400-600,1-2,FALSE,0,0xFFFFFF,
CO_O2,0.5,CO-O2,CO2,2-1-2,500-800,1-2,BURN3,12,0xFF6600,
SO2_O2,0.3,SO2-O2,SO3,2-1-2,400-600,1-2,FALSE,0,0xFFFF00,
NO_O2,0.4,NO-O2,NO2,2-1-2,200-400,1-2,BURN1,6,0x8B4513,
O3_decompose,0.3,O3,O2,2-1-3,100-200,1-2,FALSE,0,0x87CEEB,
H2O2_catalyst,1.0,H2O2,H2O-O2,2-1-1,20-60,1-2,BUBBLE,10,0x87CEEB,
KClO3_MnO2,1.0,KClO3-MnO2,KCl-O2,2-1-1-3,200-400,1-2,BURN3,12,0xFFFFFF,
Na2CO3_heat,0.2,Na2CO3,Na2O-CO2,1-1-1,850-1000,1-2,FALSE,0,0xFFFFFF,
KNO3_heat,0.5,KNO3,KNO2-O2,2-1-2,400-600,1-2,BURN1,8,0xFFFFFF,
NH4NO3_heat_explode,1.0,NH4NO3,N2O-H2O,1-1-1,170-240,1-2,EXPLODE2,15,0xFFFFFF,
PbO2_heat,0.4,PbO2,PbO-O2,2-1-2-1,300-500,1-2,FALSE,0,0x8B0000,
Ag2O_heat_explode,0.8,Ag2O,Ag-O2,2-1-2-1,160-250,1-2,BURN2,10,0xFFFFFF,
HgO_heat,0.5,HgO,Hg-O2,2-1-2-1,350-500,1-2,FALSE,0,0xC0C0C0,
Au_heat,0.1,Au,Au,1-1,1000-1500,1-2,FALSE,0,0xFFD700,
Pt_heat,0.1,Pt,Pt,1-1,1000-1500,1-2,FALSE,0,0xE5E4E2,
